Notification Date,School,City,School District,Health Region,Exposure Dates,Extra Info
12/06/2020,Wellington Secondary,Nanaimo,68,Vancouver Island Health Authority,Dec 3 and 4,Exposure 1
12/06/2020,James Park Elementary,Port Coquitlam,43,Fraser Health Authority,"""Nov 30 - Dec 1, 2""",Exposure 1
12/06/2020,David Oppenheimer Elementary,Vancouver,39,Vancouver Coastal Health,Exposure dates not provided,Exposure 2
12/06/2020,Colebrook Elementary,Surrey,36,Fraser Health Authority,Nov 30,Exposure 3
12/06/2020,Agassiz Elem-Secondary,Agassiz,78,Fraser Health Authority,"""Dec 2, 3, and 4""",Exposure 2
12/06/2020,Hellings Elementary,Delta,37,Fraser Health Authority,Nov 30 - Dec 1,Exposure 5
12/05/2020,Rutland Senior Secondary,Kelowna,23,Interior Health Authority,Nov 27,Exposure 5
12/05/2020,Ridgeway Elementary,North Vancouver,44,Vancouver Coastal Health,"""Nov 23, 24, 25""",Exposure 1
12/05/2020,Carihi Secondary,Campbell River,72,Vancouver Island Health Authority,"""Nov 30, Dec 1 and 2""",Exposure 2
12/05/2020,Bankhead Elementary,Kelowna,23,Interior Health Authority,Nov 26,Exposure 1
12/05/2020,L A Matheson Secondary,Surrey,36,Fraser Health Authority,Nov 26 and 27,Exposure 9
12/05/2020,General Brock Elementary,Vancouver,39,Vancouver Coastal Health,Dec 1 and 2,Exposure 1
12/05/2020,Energetic Learning Campus,,60,Northern Health,"""Nov 23, 24, 25, 26, and 27""",Exposure 2
12/05/2020,Kwantlen Park Secondary,Surrey,36,Fraser Health Authority,Nov 23 and 24,Exposure 5
12/05/2020,Roy Stibbs Elementary,Coquitlam,43,Fraser Health Authority,Exposure dates not provided,Exposure 4
12/05/2020,Archbishop Carney Regional Secondary,Port Coquitlam,Independent Schools in Fraser Health,Fraser Health Authority,Nov 25 and 26,Exposure 2
12/05/2020,Enver Creek Secondary,Surrey,36,Fraser Health Authority,Nov 24,Exposure 10
12/05/2020,Annieville Elementary,Delta,37,Fraser Health Authority,Nov 27,Exposure 2
12/05/2020,Carson Graham Secondary,North Vancouver,44,Vancouver Coastal Health,"""Nov 30, Dec 1 and 2""",Exposure 5
12/05/2020,South Kelowna Elementary,Kelowna,23,Interior Health Authority,Nov 27,Exposure 2
12/05/2020,Seaquam Secondary,Delta,37,Fraser Health Authority,"""Nov 24, 25, 26, and 27""",Exposure 4
12/05/2020,Alderson Elementary,Coquitlam,43,Fraser Health Authority,"""Nov 30 - Dec 1, 2""",Exposure 1
12/05/2020,Green Timbers Elementary,Surrey,36,Fraser Health Authority,"""Nov 25, 26, 27""",Exposure 6
12/05/2020,Brookside Elementary,Surrey,36,Fraser Health Authority,Nov 24,Exposure 3
12/05/2020,Ecole Kwayhquitlum Middle,Port Coquitlam,43,Fraser Health Authority,"""Nov 25, 26, and 27""",Exposure 4
12/05/2020,Pierre Elliott Trudeau Elementary,Vancouver,39,Vancouver Coastal Health,Not provided,Exposure 1
12/05/2020,New Westminster Secondary,New Westminster,40,Fraser Health Authority,Nov 27,Exposure 9
12/04/2020,False Creek Elementary,Vancouver,39,Vancouver Coastal Health,Not provided,Exposure 1
12/04/2020,Burnaby North Secondary,Burnaby,41,Fraser Health Authority,Nov 25 and 26,Exposure 9
12/04/2020,Ecole Moody Middle School of the Arts,Port Moody,43,Fraser Health Authority,Nov 30,Exposure 1
12/04/2020,R E Mountain Secondary,Langley,35,Fraser Health Authority,"""Nov 25, 26""",Exposure 9
12/04/2020,North Delta Secondary,Delta,37,Fraser Health Authority,"""Nov 25, 26""",Exposure 8
12/04/2020,Canyon Falls Middle School,Kelowna,23,Interior Health Authority,Nov 26 and 27,Exposure 2
12/04/2020,Rosedale Traditional Community,Rosedale,33,Fraser Health Authority,Nov 27 and 30,Exposure 3
12/04/2020,South Delta Secondary,Delta,37,Fraser Health Authority,Nov 23,Exposure 2
12/04/2020,Suwilaawks Community School,Terrace,82,Northern Health,Nov 27 and 30,Exposure 1
12/04/2020,A S Matheson Elementary,Kelowna,23,Interior Health Authority,"""Nov 25, 26, and 27""",Exposure 1
12/04/2020,Chute Lake Elementary,Kelowna,23,Interior Health Authority,"""Nov 23, 24, 25, 26, and 27""",Exposure 1
12/04/2020,Rick Hansen Secondary,Abbotsford,34,Fraser Health Authority,Nov 26,Exposure 8
12/04/2020,Hazelgrove Elementary,Surrey,36,Fraser Health Authority,Nov 27,Exposure 5
12/04/2020,Queen Elizabeth Secondary,Surrey,36,Fraser Health Authority,"""Nov 25, 26, and 27""",Exposure 13
12/04/2020,Okanagan Mission Secondary,Kelowna,23,Interior Health Authority,Nov 26,Exposure 8
12/04/2020,Gladstone Secondary,Vancouver,39,Vancouver Coastal Health,"""Nov 30, Dec 1, and 2""",Letter attached from Dec 4 indicates that two exposure events occurred. We have documented it as #3 exposure and #4 exposure.
12/04/2020,King Traditional Elementary,Abbotsford,34,Fraser Health Authority,Nov 30,Exposure 2
12/04/2020,Edmonds Community Elementary,Burnaby,41,Fraser Health Authority,"""Nov 26, 27, and 30""",Exposure 1
12/04/2020,Dave Kandal Elementary School,Abbotsford,34,Fraser Health Authority,Nov 26,One full division is required to isolate until Dec 10
12/04/2020,Brookside Elementary,Surrey,36,Fraser Health Authority,"""Nov 24, 25, and 26""",Exposure 2
12/04/2020,Cougar Creek Elementary,Surrey,36,Fraser Health Authority,Nov 26,Exposure 2
12/03/2020,Lord Tweedsmuir Secondary,Surrey,36,Fraser Health Authority,Nov 30 - Dec 1,Exposure 10
12/03/2020,Walnut Road Elementary,Surrey,36,Fraser Health Authority,Nov 23,Exposure 3
12/03/2020,W L Seaton Secondary,Vernon,22,Interior Health Authority,Nov 26,Exposure 1
12/03/2020,K B Woodward Elementary,Surrey,36,Fraser Health Authority,Nov 30,Exposure 2
12/03/2020,Penticton Secondary,Penticton,67,Interior Health Authority,Nov 26 and 27,Exposure 1
12/03/2020,Burnaby Central Secondary,Burnaby,41,Fraser Health Authority,Nov 20,Exposure 5
12/03/2020,Simon Cunningham Elementary,Surrey,36,Fraser Health Authority,Nov 26 and 27,Exposure 4
12/03/2020,Enver Creek Secondary,Surrey,36,Fraser Health Authority,"""Nov 30, Dec 1""",Exposure 9
12/03/2020,Giant's Head Elementary,Summerland,67,Interior Health Authority,Nov 27,Exposure 2
12/03/2020,Coast Meridian Elementary,Surrey,36,Fraser Health Authority,Nov 27,Exposure 2
12/03/2020,Johnston Heights Secondary,Surrey,36,Fraser Health Authority,"""Nov 23, 24, 25""",Exposure 10
12/03/2020,Abbotsford Dasmesh Punjabi,Abbotsford,Independent Schools in Fraser Health,Fraser Health Authority,"""Nov 19, 20, 23, 24, 25, 26, and 27""",Exposure 2
12/03/2020,Matthew McNair Secondary,Richmond,38,Vancouver Coastal Health,"""Nov 19, 24, 25, 26, 27""",https://www.richmond-news.com/local-news/latest-covid-19-exposures-in-richmond-schools-3151501?fbclid=IwAR26C9WyF98wWJVHBdDcW-KXpz5oisaefJI7LgdvnJRIVAV7P0GSAkA1ehk
12/03/2020,Delview Secondary,Delta,37,Fraser Health Authority,Nov 26 and 27,Exposure 6
12/03/2020,T E Scott Elementary,Surrey,36,Fraser Health Authority,Nov 24,Exposure 5
12/03/2020,Edwin S Richards Elementary,Mission,75,Fraser Health Authority,"""Nov 17, 18, 19, 20, 23""",Exposure 1
12/03/2020,École KLO Middle School,Kelowna,23,Interior Health Authority,Nov 27,Exposure 7
12/03/2020,Rutland Senior Secondary,Kelowna,23,Interior Health Authority,Nov 25,Exposure 4
12/03/2020,North Delta Secondary,Delta,37,Fraser Health Authority,"""Nov 25, 26""",Exposure 7
12/03/2020,St John's School,Vancouver,39,Vancouver Coastal Health,Nov 27,Exposure 4
12/03/2020,Kwantlen Park Secondary,Surrey,36,Fraser Health Authority,"""Nov 25, 26, 27""",Exposure 4
12/03/2020,Kirkbride Elementary,Surrey,36,Fraser Health Authority,"""Nov 19, 20, 23, 24, 25, 26, 27""",Exposure 1
12/03/2020,King Traditional Elementary,Abbotsford,34,Fraser Health Authority,"""Nov 24, 25, and 26""",Exposure 1
12/03/2020,Abbotsford Senior Secondary School,Abbotsford,34,Fraser Health Authority,Nov 24 and 25,Exposure 4
12/03/2020,Panorama Ridge Secondary,Surrey,36,Fraser Health Authority,"""Nov 30- Dec 1, 2""",Exposure 17
12/03/2020,Promontory Heights Community Elementary,Chilliwack,33,Fraser Health Authority,Nov 26 and 30,Exposure 2
12/03/2020,Cougar Creek Elementary,Surrey,36,Fraser Health Authority,Nov 27,Exposure 1
12/03/2020,Panorama Ridge Secondary,Surrey,36,Fraser Health Authority,Nov 26 and 27,Exposure 16
12/03/2020,Chimney Hill Elementary,Surrey,36,Fraser Health Authority,Nov 27,Exposure 3
12/03/2020,Peden Hill Elementary,Prince George,57,Northern Health,"""Nov 24, 25, 26, and 27""",Exposure 3
12/03/2020,Maple Lane Elementary,Richmond,38,Vancouver Coastal Health,"""Nov 20, 24, 25 and Dec 1""",Exposure 1
12/03/2020,Forsyth Road Elementary,Surrey,36,Fraser Health Authority,Nov 26 and 27,Exposure 1
12/03/2020,Fairview Elementary (Maple Ridge),Maple Ridge,42,Fraser Health Authority,Nov 19,Exposure 1
12/03/2020,Hellings Elementary,Delta,37,Fraser Health Authority,Nov 27,Exposure 4
12/03/2020,Roy Stibbs Elementary,Coquitlam,43,Fraser Health Authority,Nov 27,Exposure 3
12/03/2020,Watson Road Elementary,Kelowna,23,Interior Health Authority,"""Nov 23, 24""",Exposure 1
12/03/2020,Dorothy Lynas Elementary,North Vancouver,44,Vancouver Coastal Health,Nov 25,Exposure 1
12/03/2020,James Ardiel Elementary,Surrey,36,Fraser Health Authority,"""Nov 26, 27, 30 - Dec 1, 2""",Exposure 2
12/03/2020,Iqra School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Nov 30 (BCCDC),Exposure 1
12/03/2020,Westridge Elementary,Burnaby,41,Fraser Health Authority,"""Nov 25, 26, and 27""",Exposure 2
12/03/2020,Sir Winston Churchill Secondary,Vancouver,39,Vancouver Coastal Health,Exposure dates not provided,Exposure 2
12/03/2020,Byrne Creek Community Secondary,Burnaby,41,Fraser Health Authority,Nov 26 and 27,Exposure 4
12/03/2020,Casorso Elementary School,Kelowna,23,Interior Health Authority,Nov 25,Exposure 5
12/03/2020,Promontory Heights Community Elementary,Chilliwack,33,Fraser Health Authority,Nov 27,Exposure 1
12/03/2020,Cedar Hills Elementary,Surrey,36,Fraser Health Authority,"""Nov 23, 24, 25, 26, 27""",Exposure 3
12/03/2020,T E Scott Elementary,Surrey,36,Fraser Health Authority,Nov 27,Exposure 6
12/03/2020,Boundary Park Elementary,Surrey,36,Fraser Health Authority,"""Nov 24, 25""",Exposure 2
12/03/2020,Our Lady of Perpetual Help,Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,"""Nov 26, 27 and 30""",Exposure 4
12/03/2020,Maple Green Elementary,Surrey,36,Fraser Health Authority,Nov 26,Exposure 2
12/03/2020,Holy Cross Regional High School (Surrey),Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Nov 27,Exposure 1
12/02/2020,Burnaby South Secondary,Burnaby,41,Fraser Health Authority,"""Nov 23, 24, 25, 26""",Exposure 2
12/02/2020,Delview Secondary,Delta,37,Fraser Health Authority,"""Nov 23, 24, 25""",Exposure 5
12/02/2020,W J Mouat Secondary,Abbotsford,34,Fraser Health Authority,Nov 26,Exposure 5
12/02/2020,Outlook Secondary Program,Burnaby,41,Fraser Health Authority,Nov 26,Exposure 1
12/02/2020,Southpointe Academy,Delta,Independent Schools in Fraser Health,Fraser Health Authority,Nov 24,Exposure 4
12/02/2020,Okanagan Mission Secondary,Kelowna,23,Interior Health Authority,"""Nov 25, 26, 27""",Exposure 7
12/02/2020,Seycove Secondary Community,North Vancouver,44,Vancouver Coastal Health,Nov 20,Exposure 2
12/02/2020,J N Burnett Secondary,Richmond,38,Vancouver Coastal Health,"""Nov 24, 25, 26""",Exposure 1
12/02/2020,Dr H N MacCorkindale Elementary,Vancouver,39,Vancouver Coastal Health,Nov 26,Exposure 1
12/02/2020,Mar Jok Elementary,West Kelowna,23,Interior Health Authority,Exposure dates not provided,https://www.castanet.net/news/West-Kelowna/318135/COVID-19-cases-linked-to-4-Central-Okanagan-schools-Wednesday#318135
12/02/2020,Gilpin Elementary,Burnaby,41,Fraser Health Authority,"""Nov 19, 20""",Exposure 2
12/02/2020,Burnaby Central Secondary,Burnaby,41,Fraser Health Authority,"""Nov 23, 24, 25, 26""",Exposure 4
12/02/2020,Lakeside School Kelowna,Kelowna,23,Interior Health Authority,"""Nov 24, 25""",Exposure 1
12/02/2020,Ecole Pauline Johnson Elementary,West Vancouver,45,Vancouver Coastal Health,Nov 27,Exposure 3
12/02/2020,Partners in Education Program (PIE),Powell River,47,Vancouver Coastal Health,Exposure dates not provided,Exposure 1
12/02/2020,L A Matheson Secondary,Surrey,36,Fraser Health Authority,"""Nov 25, 26, 27""",Exposure 8
12/02/2020,Chalmers Elementary,Delta,37,Fraser Health Authority,"""Nov 26, 26, 27""",Exposure 7
12/02/2020,R E Mountain Secondary,Langley,35,Fraser Health Authority,Nov 26,Exposure 8
12/02/2020,Sardis Secondary,Chilliwack,33,Fraser Health Authority,"""Nov 24, 25""",Exposure 4
12/02/2020,Mission Senior Secondary,Mission,75,Fraser Health Authority,Nov 26,Exposure 1
12/02/2020,Strawberry Hill Elementary,Surrey,36,Fraser Health Authority,"""Nov 25, 26""",Exposure 4
12/02/2020,Frank Hurt Secondary,Surrey,36,Fraser Health Authority,Nov 30,Exposure 16
12/02/2020,North Delta Secondary,Delta,37,Fraser Health Authority,Nov 27,Exposure 6
12/02/2020,Woodward Hill Elementary,Surrey,36,Fraser Health Authority,Nov 20,Exposure 3
12/02/2020,Creekside Elementary,Surrey,36,Fraser Health Authority,"""Nov 23, 24, 25""",Exposure 2
12/02/2020,Howe Sound Secondary,Squamish,48,Vancouver Coastal Health,Exposure dates not provided,Exposure 9
12/02/2020,Irwin Park Elementary,West Vancouver,45,Vancouver Coastal Health,Exposure dates not provided,Exposure 2
12/02/2020,Guildford learning Centre,Surrey,36,Fraser Health Authority,Nov 19,Exposure 1
12/02/2020,West Vancouver Secondary,West Vancouver,45,Vancouver Coastal Health,Nov 26 and 27 (BCCDC site),Exposure 2
12/02/2020,New Westminster Secondary,New Westminster,40,Fraser Health Authority,Nov 23,Exposure 8
12/02/2020,Seaquam Secondary,Delta,37,Fraser Health Authority,"""Nov 20, 23""",Exposure 3
12/02/2020,Chilliwack Secondary,Chilliwack,33,Fraser Health Authority,Nov 26,Exposure 9
12/02/2020,Langley Fundamental Elementary,Langley,35,Fraser Health Authority,Nov 23,Exposure 2
12/02/2020,Ecole Dr Charles Best Secondary,Coquitlam,43,Fraser Health Authority,"""Nov 25, 26, 27""",Exposure 4
12/02/2020,St Joseph Elementary School (Kelowna),Kelowna,Independent Schools in Interior Health,Interior Health Authority,Nov 23,Exposure 4
12/02/2020,Yorkson Creek Middle School,Langley,35,Fraser Health Authority,"""Nov 25, 26, 27""",Exposure 2
12/02/2020,Rutland Senior Secondary,Kelowna,23,Interior Health Authority,"""Nov 23, 24.27""",Exposure 3
12/02/2020,Westcot Elementary,West Vancouver,45,Vancouver Coastal Health,"""Nov 26, 27""",Exposure 1
12/02/2020,Ecole Glenbrook Middle School,New Westminster,40,Fraser Health Authority,Nov 27,Exposure 2
12/02/2020,Katzie Elementary,Surrey,36,Fraser Health Authority,Nov 24,Exposure 3
12/02/2020,Anne McClymont Elementary,Kelowna,23,Interior Health Authority,"""Nov 26, 27""",Exposure 1
12/02/2020,Simon Cunningham Elementary,Surrey,36,Fraser Health Authority,Nov 23,Exposure 3
12/02/2020,Secondaire Jules-Verne,Vancouver,93,Vancouver Coastal Health,"""Nov 30- Dec 1, 2""",Exposure 1
12/02/2020,Abbotsford Christian School,Abbotsford,Independent Schools in Fraser Health,Fraser Health Authority,"""Nov 19, 20, 24""",This exposure was at the Secondary School
12/02/2020,Abbotsford Christian School,Abbotsford,Independent Schools in Fraser Health,Fraser Health Authority,Nov 25,This exposure was at the Middle School
12/01/2020,Sacred Heart (Prince George),Prince George,Independent Schools in Northern Health,Northern Health,"""Nov 25, 26, 27""",Exposure 1
12/01/2020,North Peace Secondary,,60,Northern Health,"""Nov 24, 25, 26""",Exposure 4
12/01/2020,Hellings Elementary,Delta,37,Fraser Health Authority,Nov 26,Exposure 3
12/01/2020,Princess Margaret Secondary (Penticton),Penticton,67,Interior Health Authority,"""Nov 25, 26, 27""",After notifying the school community regarding the exposure listed in the article above Interior Health has notified the school of other positive cases in the school community as described in the attached letter.
12/01/2020,Adams Road Elementary,Surrey,36,Fraser Health Authority,"""Nov 19, 20""",Exposure 1
12/01/2020,Mount Slesse Middle School,Chilliwack,33,Fraser Health Authority,"""Nov 23, 24""",Exposure 1
12/01/2020,Centennial Christian School,Terrace,Independent Schools in Northern Health,Northern Health,"""Nov 23, 24, 25, and 26 (BCCDC)""",Exposure 1
12/01/2020,Queen Elizabeth Secondary,Surrey,36,Fraser Health Authority,"""Nov 23, 24""",Exposure 11
12/01/2020,St Mary's Catholic Independent,Cranbrook,Independent Schools in Interior Health,Interior Health Authority,Nov 23,Exposure 2
12/01/2020,Sardis Elementary,Chilliwack,33,Fraser Health Authority,Nov 20,Exposure 1
12/01/2020,Hillcrest Middle School,Coquitlam,43,Fraser Health Authority,Nov 20,Exposure 1
12/01/2020,Richmond Secondary School,Richmond,38,Vancouver Coastal Health,"""Nov 24, 25, 26, 27""",Exposure 4
12/01/2020,Our Lady of Perpetual Help,Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,"""Nov 24, 25, 26""","""Two classes are self-isolating,"""
12/01/2020,Charlie Lake Elementary,,60,Northern Health,"""Nov 16, 17,18, 19, 20, 21, 22, 23, 24 25, 26""",Exposure 2
12/01/2020,R.C. Palmer Secondary School,Richmond,38,Vancouver Coastal Health,"""Nov 17, 18, 20""",Exposure 3
12/01/2020,Frank Hurt Secondary,Surrey,36,Fraser Health Authority,Nov 25,Exposure 14
12/01/2020,Pacific Academy Middle School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Nov 20,Exposure 3
12/01/2020,Peter Ewart Middle School,Langley,35,Fraser Health Authority,"""Nov 26, 27""",Exposure 1
12/01/2020,T E Scott Elementary,Surrey,36,Fraser Health Authority,Nov 25,Exposure 4
12/01/2020,Pacific Academy High School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Nov 30,Exposure 4
12/01/2020,Sands Secondary,Delta,37,Fraser Health Authority,"""Nov 20, 23, 24""",Exposure 4
12/01/2020,Hjorth Road Elementary,Surrey,36,Fraser Health Authority,Nov 19,Exposure 1
12/01/2020,Pacific Academy High School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Nov 23,Exposure 3
12/01/2020,Surrey Traditional,Surrey,36,Fraser Health Authority,"""Nov 17, 18""",Exposure 2
12/01/2020,Ladner Elementary,Delta,37,Fraser Health Authority,Nov 26,Exposure 2
12/01/2020,Rosedale Traditional Community,Rosedale,33,Fraser Health Authority,"""Nov 23, 24""",Exposure 2
12/01/2020,Az-Zahraa Islamic Academy,Richmond,38,Vancouver Coastal Health,"""Nov 25, 26""",Exposure 2
12/01/2020,St. John's School,Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,"""Nov 23, 24, 25, 26, 27""",Exposure 3
12/01/2020,Chilliwack Secondary,Chilliwack,33,Fraser Health Authority,"""Nov 24, 25""",Exposure 8
12/01/2020,Gulf Islands Secondary,Salt Spring Island,64,Vancouver Island Health Authority,Nov 26,Exposure 1
12/01/2020,Ecole Qayqayt Elementary,New Westminster,40,Fraser Health Authority,"""Nov 16, 18, 19, 20""",Exposure 1
12/01/2020,Westsyde Secondary,Kamloops,73,Interior Health Authority,"""Exposures dates Nov 24, 25 26, 27""",Two confirmed cases of Covid were identified.
12/01/2020,Frank Hurt Secondary,Surrey,36,Fraser Health Authority,"""Nov 26, 27""",Exposure 15
12/01/2020,R.J. Tait Elementary School,Richmond,38,Vancouver Coastal Health,"""Nov 18, 19, 23, 24""",Exposure 2
12/01/2020,Hugh Boyd Secondary,Richmond,38,Vancouver Coastal Health,"""Nov 25, 26""",Exposure 1
12/01/2020,Nak'albun Elementary School,Fort St. James,Independent Schools in Northern Health,Northern Health,"""Nov 22, 23, 24, 25""",Exposure 2
